humanReadable,scannable,aisle,bay,tier,position,pickPathModifier,img
W2 MR 01 C 1,W2MR01C1,MR,1,C,1,36,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 MR 01 D 1,W2MR01D1,MR,1,D,1,37,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 MR 02 A 1,W2MR02A1,MR,2,A,1,35,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 MR 02 B 1,W2MR02B1,MR,2,B,1,36,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 MR 02 C 1,W2MR02C1,MR,2,C,1,37,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 MR 02 D 1,W2MR02D1,MR,2,D,1,38,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 MS 01 A 1,W2MS01A1,MS,1,A,1,35,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 MS 01 B 1,W2MS01B1,MS,1,B,1,36,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 MS 01 C 1,W2MS01C1,MS,1,C,1,37,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 MS 01 D 1,W2MS01D1,MS,1,D,1,38,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 MS 02 A 1,W2MS02A1,MS,2,A,1,36,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 MS 02 B 1,W2MS02B1,MS,2,B,1,37,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 MS 02 C 1,W2MS02C1,MS,2,C,1,38,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 MS 02 D 1,W2MS02D1,MS,2,D,1,39,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 MT 01 A 1,W2MT01A1,MT,1,A,1,36,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 MT 01 B 1,W2MT01B1,MT,1,B,1,37,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 MT 01 C 1,W2MT01C1,MT,1,C,1,38,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 MT 01 D 1,W2MT01D1,MT,1,D,1,39,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 MT 02 A 1,W2MT02A1,MT,2,A,1,37,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 MT 02 B 1,W2MT02B1,MT,2,B,1,38,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 MT 02 C 1,W2MT02C1,MT,2,C,1,39,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 MT 02 D 1,W2MT02D1,MT,2,D,1,40,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 MU 01 A 1,W2MU01A1,MU,1,A,1,37,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 MU 01 B 1,W2MU01B1,MU,1,B,1,38,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 MU 01 C 1,W2MU01C1,MU,1,C,1,39,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 MU 01 D 1,W2MU01D1,MU,1,D,1,40,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 MU 02 A 1,W2MU02A1,MU,2,A,1,38,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 MU 02 B 1,W2MU02B1,MU,2,B,1,39,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 MU 02 C 1,W2MU02C1,MU,2,C,1,40,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 MU 02 D 1,W2MU02D1,MU,2,D,1,41,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 MV 01 A 1,W2MV01A1,MV,1,A,1,38,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 MV 01 B 1,W2MV01B1,MV,1,B,1,39,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 MV 01 C 1,W2MV01C1,MV,1,C,1,40,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 MV 01 D 1,W2MV01D1,MV,1,D,1,41,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 MV 02 A 1,W2MV02A1,MV,2,A,1,39,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 MV 02 B 1,W2MV02B1,MV,2,B,1,40,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 MV 02 C 1,W2MV02C1,MV,2,C,1,41,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 MV 02 D 1,W2MV02D1,MV,2,D,1,42,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 MW 01 A 1,W2MW01A1,MW,1,A,1,39,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 MW 01 B 1,W2MW01B1,MW,1,B,1,40,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 MW 01 C 1,W2MW01C1,MW,1,C,1,41,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 MW 01 D 1,W2MW01D1,MW,1,D,1,42,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 MW 02 A 1,W2MW02A1,MW,2,A,1,40,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 MW 02 B 1,W2MW02B1,MW,2,B,1,41,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 MW 02 C 1,W2MW02C1,MW,2,C,1,42,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 MW 02 D 1,W2MW02D1,MW,2,D,1,43,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 MX 01 A 1,W2MX01A1,MX,1,A,1,40,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 MX 01 B 1,W2MX01B1,MX,1,B,1,41,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 MX 01 C 1,W2MX01C1,MX,1,C,1,42,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 MX 01 D 1,W2MX01D1,MX,1,D,1,43,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 MX 02 A 1,W2MX02A1,MX,2,A,1,41,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 MX 02 B 1,W2MX02B1,MX,2,B,1,42,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 MX 02 C 1,W2MX02C1,MX,2,C,1,43,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 MX 02 D 1,W2MX02D1,MX,2,D,1,44,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 MY 01 A 1,W2MY01A1,MY,1,A,1,41,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 MY 01 B 1,W2MY01B1,MY,1,B,1,42,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 MY 01 C 1,W2MY01C1,MY,1,C,1,43,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 MY 01 D 1,W2MY01D1,MY,1,D,1,44,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 MY 02 A 1,W2MY02A1,MY,2,A,1,42,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 MY 02 B 1,W2MY02B1,MY,2,B,1,43,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 MY 02 C 1,W2MY02C1,MY,2,C,1,44,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 MY 02 D 1,W2MY02D1,MY,2,D,1,45,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NA 01 A 1,W2NA01A1,NA,1,A,1,18,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NA 01 B 1,W2NA01B1,NA,1,B,1,19,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NA 01 C 1,W2NA01C1,NA,1,C,1,20,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NA 01 D 1,W2NA01D1,NA,1,D,1,21,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NA 02 A 1,W2NA02A1,NA,2,A,1,19,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NA 02 B 1,W2NA02B1,NA,2,B,1,20,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NA 02 C 1,W2NA02C1,NA,2,C,1,21,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NA 02 D 1,W2NA02D1,NA,2,D,1,22,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NB 01 A 1,W2NB01A1,NB,1,A,1,19,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NB 01 B 1,W2NB01B1,NB,1,B,1,20,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NB 01 C 1,W2NB01C1,NB,1,C,1,21,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NB 01 D 1,W2NB01D1,NB,1,D,1,22,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NB 02 A 1,W2NB02A1,NB,2,A,1,20,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NB 02 B 1,W2NB02B1,NB,2,B,1,21,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NB 02 C 1,W2NB02C1,NB,2,C,1,22,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NB 02 D 1,W2NB02D1,NB,2,D,1,23,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NC 01 A 1,W2NC01A1,NC,1,A,1,20,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NC 01 B 1,W2NC01B1,NC,1,B,1,21,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NC 01 C 1,W2NC01C1,NC,1,C,1,22,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NC 01 D 1,W2NC01D1,NC,1,D,1,23,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NC 02 A 1,W2NC02A1,NC,2,A,1,21,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NC 02 B 1,W2NC02B1,NC,2,B,1,22,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NC 02 C 1,W2NC02C1,NC,2,C,1,23,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NC 02 D 1,W2NC02D1,NC,2,D,1,24,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 ND 01 A 1,W2ND01A1,ND,1,A,1,21,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 ND 01 B 1,W2ND01B1,ND,1,B,1,22,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 ND 01 C 1,W2ND01C1,ND,1,C,1,23,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 ND 01 D 1,W2ND01D1,ND,1,D,1,24,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 ND 02 A 1,W2ND02A1,ND,2,A,1,22,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 ND 02 B 1,W2ND02B1,ND,2,B,1,23,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 ND 02 C 1,W2ND02C1,ND,2,C,1,24,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 ND 02 D 1,W2ND02D1,ND,2,D,1,25,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NE 01 A 1,W2NE01A1,NE,1,A,1,22,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NE 01 B 1,W2NE01B1,NE,1,B,1,23,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NE 01 C 1,W2NE01C1,NE,1,C,1,24,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NE 01 D 1,W2NE01D1,NE,1,D,1,25,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NE 02 A 1,W2NE02A1,NE,2,A,1,23,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NE 02 B 1,W2NE02B1,NE,2,B,1,24,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NE 02 C 1,W2NE02C1,NE,2,C,1,25,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NE 02 D 1,W2NE02D1,NE,2,D,1,26,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NF 01 A 1,W2NF01A1,NF,1,A,1,23,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NF 01 B 1,W2NF01B1,NF,1,B,1,24,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NF 01 C 1,W2NF01C1,NF,1,C,1,25,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NF 01 D 1,W2NF01D1,NF,1,D,1,26,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NF 02 A 1,W2NF02A1,NF,2,A,1,24,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NF 02 B 1,W2NF02B1,NF,2,B,1,25,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NF 02 C 1,W2NF02C1,NF,2,C,1,26,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NF 02 D 1,W2NF02D1,NF,2,D,1,27,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NG 01 A 1,W2NG01A1,NG,1,A,1,24,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NG 01 B 1,W2NG01B1,NG,1,B,1,25,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NG 01 C 1,W2NG01C1,NG,1,C,1,26,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NG 01 D 1,W2NG01D1,NG,1,D,1,27,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NG 02 A 1,W2NG02A1,NG,2,A,1,25,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NG 02 B 1,W2NG02B1,NG,2,B,1,26,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NG 02 C 1,W2NG02C1,NG,2,C,1,27,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NG 02 D 1,W2NG02D1,NG,2,D,1,28,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NH 01 A 1,W2NH01A1,NH,1,A,1,25,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NH 01 B 1,W2NH01B1,NH,1,B,1,26,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NH 01 C 1,W2NH01C1,NH,1,C,1,27,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NH 01 D 1,W2NH01D1,NH,1,D,1,28,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NH 02 A 1,W2NH02A1,NH,2,A,1,26,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NH 02 B 1,W2NH02B1,NH,2,B,1,27,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NH 02 C 1,W2NH02C1,NH,2,C,1,28,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NH 02 D 1,W2NH02D1,NH,2,D,1,29,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NI 01 A 1,W2NI01A1,NI,1,A,1,26,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NI 01 B 1,W2NI01B1,NI,1,B,1,27,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NI 01 C 1,W2NI01C1,NI,1,C,1,28,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NI 01 D 1,W2NI01D1,NI,1,D,1,29,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NI 02 A 1,W2NI02A1,NI,2,A,1,27,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NI 02 B 1,W2NI02B1,NI,2,B,1,28,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NI 02 C 1,W2NI02C1,NI,2,C,1,29,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NI 02 D 1,W2NI02D1,NI,2,D,1,30,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NJ 01 A 1,W2NJ01A1,NJ,1,A,1,27,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NJ 01 B 1,W2NJ01B1,NJ,1,B,1,28,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NJ 01 C 1,W2NJ01C1,NJ,1,C,1,29,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NJ 01 D 1,W2NJ01D1,NJ,1,D,1,30,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NJ 02 A 1,W2NJ02A1,NJ,2,A,1,28,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NJ 02 B 1,W2NJ02B1,NJ,2,B,1,29,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NJ 02 C 1,W2NJ02C1,NJ,2,C,1,30,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NJ 02 D 1,W2NJ02D1,NJ,2,D,1,31,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NK 01 A 1,W2NK01A1,NK,1,A,1,28,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NK 01 B 1,W2NK01B1,NK,1,B,1,29,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NK 01 C 1,W2NK01C1,NK,1,C,1,30,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NK 01 D 1,W2NK01D1,NK,1,D,1,31,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NK 02 A 1,W2NK02A1,NK,2,A,1,29,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NK 02 B 1,W2NK02B1,NK,2,B,1,30,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NK 02 C 1,W2NK02C1,NK,2,C,1,31,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NK 02 D 1,W2NK02D1,NK,2,D,1,32,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NL 01 A 1,W2NL01A1,NL,1,A,1,29,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NL 01 B 1,W2NL01B1,NL,1,B,1,30,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NL 01 C 1,W2NL01C1,NL,1,C,1,31,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NL 01 D 1,W2NL01D1,NL,1,D,1,32,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NL 02 A 1,W2NL02A1,NL,2,A,1,30,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NL 02 B 1,W2NL02B1,NL,2,B,1,31,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NL 02 C 1,W2NL02C1,NL,2,C,1,32,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NL 02 D 1,W2NL02D1,NL,2,D,1,33,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NM 01 A 1,W2NM01A1,NM,1,A,1,30,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NM 01 B 1,W2NM01B1,NM,1,B,1,31,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NM 01 C 1,W2NM01C1,NM,1,C,1,32,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NM 01 D 1,W2NM01D1,NM,1,D,1,33,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NM 02 A 1,W2NM02A1,NM,2,A,1,31,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NM 02 B 1,W2NM02B1,NM,2,B,1,32,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NM 02 C 1,W2NM02C1,NM,2,C,1,33,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NM 02 D 1,W2NM02D1,NM,2,D,1,34,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NN 01 A 1,W2NN01A1,NN,1,A,1,31,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NN 01 B 1,W2NN01B1,NN,1,B,1,32,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NN 01 C 1,W2NN01C1,NN,1,C,1,33,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NN 01 D 1,W2NN01D1,NN,1,D,1,34,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NN 02 A 1,W2NN02A1,NN,2,A,1,32,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NN 02 B 1,W2NN02B1,NN,2,B,1,33,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NN 02 C 1,W2NN02C1,NN,2,C,1,34,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NN 02 D 1,W2NN02D1,NN,2,D,1,35,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NO 01 A 1,W2NO01A1,NO,1,A,1,32,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NO 01 B 1,W2NO01B1,NO,1,B,1,33,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NO 01 C 1,W2NO01C1,NO,1,C,1,34,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NO 01 D 1,W2NO01D1,NO,1,D,1,35,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NO 02 A 1,W2NO02A1,NO,2,A,1,33,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NO 02 B 1,W2NO02B1,NO,2,B,1,34,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NO 02 C 1,W2NO02C1,NO,2,C,1,35,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NO 02 D 1,W2NO02D1,NO,2,D,1,36,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NP 01 A 1,W2NP01A1,NP,1,A,1,33,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NP 01 B 1,W2NP01B1,NP,1,B,1,34,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NP 01 C 1,W2NP01C1,NP,1,C,1,35,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NP 01 D 1,W2NP01D1,NP,1,D,1,36,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NP 02 A 1,W2NP02A1,NP,2,A,1,34,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NP 02 B 1,W2NP02B1,NP,2,B,1,35,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NP 02 C 1,W2NP02C1,NP,2,C,1,36,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NP 02 D 1,W2NP02D1,NP,2,D,1,37,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NQ 01 A 1,W2NQ01A1,NQ,1,A,1,34,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NQ 01 B 1,W2NQ01B1,NQ,1,B,1,35,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NQ 01 C 1,W2NQ01C1,NQ,1,C,1,36,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NQ 01 D 1,W2NQ01D1,NQ,1,D,1,37,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NQ 02 A 1,W2NQ02A1,NQ,2,A,1,35,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NQ 02 B 1,W2NQ02B1,NQ,2,B,1,36,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NQ 02 C 1,W2NQ02C1,NQ,2,C,1,37,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NQ 02 D 1,W2NQ02D1,NQ,2,D,1,38,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NR 01 A 1,W2NR01A1,NR,1,A,1,35,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NR 01 B 1,W2NR01B1,NR,1,B,1,36,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NR 01 C 1,W2NR01C1,NR,1,C,1,37,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NR 01 D 1,W2NR01D1,NR,1,D,1,38,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NR 02 A 1,W2NR02A1,NR,2,A,1,36,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NR 02 B 1,W2NR02B1,NR,2,B,1,37,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NR 02 C 1,W2NR02C1,NR,2,C,1,38,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NR 02 D 1,W2NR02D1,NR,2,D,1,39,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NS 01 A 1,W2NS01A1,NS,1,A,1,36,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NS 01 B 1,W2NS01B1,NS,1,B,1,37,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NS 01 C 1,W2NS01C1,NS,1,C,1,38,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NS 01 D 1,W2NS01D1,NS,1,D,1,39,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NS 02 A 1,W2NS02A1,NS,2,A,1,37,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NS 02 B 1,W2NS02B1,NS,2,B,1,38,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NS 02 C 1,W2NS02C1,NS,2,C,1,39,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NS 02 D 1,W2NS02D1,NS,2,D,1,40,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NT 01 A 1,W2NT01A1,NT,1,A,1,37,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NT 01 B 1,W2NT01B1,NT,1,B,1,38,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NT 01 C 1,W2NT01C1,NT,1,C,1,39,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NT 01 D 1,W2NT01D1,NT,1,D,1,40,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NT 02 A 1,W2NT02A1,NT,2,A,1,38,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NT 02 B 1,W2NT02B1,NT,2,B,1,39,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NT 02 C 1,W2NT02C1,NT,2,C,1,40,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NT 02 D 1,W2NT02D1,NT,2,D,1,41,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NU 01 A 1,W2NU01A1,NU,1,A,1,38,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NU 01 B 1,W2NU01B1,NU,1,B,1,39,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NU 01 C 1,W2NU01C1,NU,1,C,1,40,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NU 01 D 1,W2NU01D1,NU,1,D,1,41,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NU 02 A 1,W2NU02A1,NU,2,A,1,39,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NU 02 B 1,W2NU02B1,NU,2,B,1,40,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NU 02 C 1,W2NU02C1,NU,2,C,1,41,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NU 02 D 1,W2NU02D1,NU,2,D,1,42,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NV 01 A 1,W2NV01A1,NV,1,A,1,39,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NV 01 B 1,W2NV01B1,NV,1,B,1,40,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NV 01 C 1,W2NV01C1,NV,1,C,1,41,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NV 01 D 1,W2NV01D1,NV,1,D,1,42,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NV 02 A 1,W2NV02A1,NV,2,A,1,40,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NV 02 B 1,W2NV02B1,NV,2,B,1,41,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NV 02 C 1,W2NV02C1,NV,2,C,1,42,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NV 02 D 1,W2NV02D1,NV,2,D,1,43,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NW 01 A 1,W2NW01A1,NW,1,A,1,40,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NW 01 B 1,W2NW01B1,NW,1,B,1,41,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NW 01 C 1,W2NW01C1,NW,1,C,1,42,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NW 01 D 1,W2NW01D1,NW,1,D,1,43,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NW 02 A 1,W2NW02A1,NW,2,A,1,41,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NW 02 B 1,W2NW02B1,NW,2,B,1,42,C:\Users\ironman\Desktop\svgtopng\B1.png
