humanReadable,scannable,aisle,bay,tier,position,pickPathModifier,img
W2 NW 02 C 1,W2NW02C1,NW,2,C,1,43,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NW 02 D 1,W2NW02D1,NW,2,D,1,44,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NX 01 A 1,W2NX01A1,NX,1,A,1,41,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NX 01 B 1,W2NX01B1,NX,1,B,1,42,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NX 01 C 1,W2NX01C1,NX,1,C,1,43,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NX 01 D 1,W2NX01D1,NX,1,D,1,44,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NX 02 A 1,W2NX02A1,NX,2,A,1,42,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NX 02 B 1,W2NX02B1,NX,2,B,1,43,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NX 02 C 1,W2NX02C1,NX,2,C,1,44,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NX 02 D 1,W2NX02D1,NX,2,D,1,45,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NY 01 A 1,W2NY01A1,NY,1,A,1,42,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NY 01 B 1,W2NY01B1,NY,1,B,1,43,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NY 01 C 1,W2NY01C1,NY,1,C,1,44,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NY 01 D 1,W2NY01D1,NY,1,D,1,45,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 NY 02 A 1,W2NY02A1,NY,2,A,1,43,C:\Users\ironman\Desktop\svgtopng\A1.png
W2 NY 02 B 1,W2NY02B1,NY,2,B,1,44,C:\Users\ironman\Desktop\svgtopng\B1.png
W2 NY 02 C 1,W2NY02C1,NY,2,C,1,45,C:\Users\ironman\Desktop\svgtopng\C1.png
W2 NY 02 D 1,W2NY02D1,NY,2,D,1,46,C:\Users\ironman\Desktop\svgtopng\D1.png
W2 AA 01 A 2,W2AA01A2,AA,1,A,2,6,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 01 B 2,W2AA01B2,AA,1,B,2,7,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 01 C 2,W2AA01C2,AA,1,C,2,8,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 01 D 2,W2AA01D2,AA,1,D,2,9,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 02 A 2,W2AA02A2,AA,2,A,2,7,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 02 B 2,W2AA02B2,AA,2,B,2,8,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 02 C 2,W2AA02C2,AA,2,C,2,9,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 02 D 2,W2AA02D2,AA,2,D,2,10,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 03 A 2,W2AA03A2,AA,3,A,2,8,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 03 B 2,W2AA03B2,AA,3,B,2,9,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 03 C 2,W2AA03C2,AA,3,C,2,10,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 03 D 2,W2AA03D2,AA,3,D,2,11,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 04 A 2,W2AA04A2,AA,4,A,2,9,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 04 B 2,W2AA04B2,AA,4,B,2,10,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 04 C 2,W2AA04C2,AA,4,C,2,11,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 04 D 2,W2AA04D2,AA,4,D,2,12,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 05 A 2,W2AA05A2,AA,5,A,2,10,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 05 B 2,W2AA05B2,AA,5,B,2,11,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 05 C 2,W2AA05C2,AA,5,C,2,12,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 05 D 2,W2AA05D2,AA,5,D,2,13,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 06 A 2,W2AA06A2,AA,6,A,2,11,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 06 B 2,W2AA06B2,AA,6,B,2,12,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 06 C 2,W2AA06C2,AA,6,C,2,13,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 06 D 2,W2AA06D2,AA,6,D,2,14,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 07 A 2,W2AA07A2,AA,7,A,2,12,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 07 B 2,W2AA07B2,AA,7,B,2,13,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 07 C 2,W2AA07C2,AA,7,C,2,14,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 07 D 2,W2AA07D2,AA,7,D,2,15,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 08 A 2,W2AA08A2,AA,8,A,2,13,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 08 B 2,W2AA08B2,AA,8,B,2,14,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 08 C 2,W2AA08C2,AA,8,C,2,15,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 08 D 2,W2AA08D2,AA,8,D,2,16,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 09 A 2,W2AA09A2,AA,9,A,2,14,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 09 B 2,W2AA09B2,AA,9,B,2,15,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 09 C 2,W2AA09C2,AA,9,C,2,16,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 09 D 2,W2AA09D2,AA,9,D,2,17,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 10 A 2,W2AA10A2,AA,10,A,2,15,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 10 B 2,W2AA10B2,AA,10,B,2,16,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 10 C 2,W2AA10C2,AA,10,C,2,17,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 10 D 2,W2AA10D2,AA,10,D,2,18,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 11 A 2,W2AA11A2,AA,11,A,2,16,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 11 B 2,W2AA11B2,AA,11,B,2,17,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 11 C 2,W2AA11C2,AA,11,C,2,18,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 11 D 2,W2AA11D2,AA,11,D,2,19,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 12 A 2,W2AA12A2,AA,12,A,2,17,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 12 B 2,W2AA12B2,AA,12,B,2,18,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 12 C 2,W2AA12C2,AA,12,C,2,19,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 12 D 2,W2AA12D2,AA,12,D,2,20,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 13 A 2,W2AA13A2,AA,13,A,2,18,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 13 B 2,W2AA13B2,AA,13,B,2,19,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 13 C 2,W2AA13C2,AA,13,C,2,20,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 13 D 2,W2AA13D2,AA,13,D,2,21,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 14 A 2,W2AA14A2,AA,14,A,2,19,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 14 B 2,W2AA14B2,AA,14,B,2,20,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 14 C 2,W2AA14C2,AA,14,C,2,21,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 14 D 2,W2AA14D2,AA,14,D,2,22,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 15 A 2,W2AA15A2,AA,15,A,2,20,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 15 B 2,W2AA15B2,AA,15,B,2,21,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 15 C 2,W2AA15C2,AA,15,C,2,22,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 15 D 2,W2AA15D2,AA,15,D,2,23,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 16 A 2,W2AA16A2,AA,16,A,2,21,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 16 B 2,W2AA16B2,AA,16,B,2,22,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 16 C 2,W2AA16C2,AA,16,C,2,23,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 16 D 2,W2AA16D2,AA,16,D,2,24,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 17 A 2,W2AA17A2,AA,17,A,2,22,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 17 B 2,W2AA17B2,AA,17,B,2,23,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 17 C 2,W2AA17C2,AA,17,C,2,24,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 17 D 2,W2AA17D2,AA,17,D,2,25,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 18 A 2,W2AA18A2,AA,18,A,2,23,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 18 B 2,W2AA18B2,AA,18,B,2,24,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 18 C 2,W2AA18C2,AA,18,C,2,25,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 18 D 2,W2AA18D2,AA,18,D,2,26,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 19 A 2,W2AA19A2,AA,19,A,2,24,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 19 B 2,W2AA19B2,AA,19,B,2,25,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 19 C 2,W2AA19C2,AA,19,C,2,26,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 19 D 2,W2AA19D2,AA,19,D,2,27,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 20 A 2,W2AA20A2,AA,20,A,2,25,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 20 B 2,W2AA20B2,AA,20,B,2,26,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 20 C 2,W2AA20C2,AA,20,C,2,27,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 20 D 2,W2AA20D2,AA,20,D,2,28,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 21 A 2,W2AA21A2,AA,21,A,2,26,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 21 B 2,W2AA21B2,AA,21,B,2,27,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 21 C 2,W2AA21C2,AA,21,C,2,28,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 21 D 2,W2AA21D2,AA,21,D,2,29,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 22 A 2,W2AA22A2,AA,22,A,2,27,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 22 B 2,W2AA22B2,AA,22,B,2,28,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 22 C 2,W2AA22C2,AA,22,C,2,29,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 22 D 2,W2AA22D2,AA,22,D,2,30,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 23 A 2,W2AA23A2,AA,23,A,2,28,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 23 B 2,W2AA23B2,AA,23,B,2,29,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 23 C 2,W2AA23C2,AA,23,C,2,30,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 23 D 2,W2AA23D2,AA,23,D,2,31,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 24 A 2,W2AA24A2,AA,24,A,2,29,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 24 B 2,W2AA24B2,AA,24,B,2,30,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 24 C 2,W2AA24C2,AA,24,C,2,31,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 24 D 2,W2AA24D2,AA,24,D,2,32,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 25 A 2,W2AA25A2,AA,25,A,2,30,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 25 B 2,W2AA25B2,AA,25,B,2,31,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 25 C 2,W2AA25C2,AA,25,C,2,32,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 25 D 2,W2AA25D2,AA,25,D,2,33,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 26 A 2,W2AA26A2,AA,26,A,2,31,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 26 B 2,W2AA26B2,AA,26,B,2,32,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 26 C 2,W2AA26C2,AA,26,C,2,33,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 26 D 2,W2AA26D2,AA,26,D,2,34,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 27 A 2,W2AA27A2,AA,27,A,2,32,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 27 B 2,W2AA27B2,AA,27,B,2,33,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 27 C 2,W2AA27C2,AA,27,C,2,34,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 27 D 2,W2AA27D2,AA,27,D,2,35,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 28 A 2,W2AA28A2,AA,28,A,2,33,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 28 B 2,W2AA28B2,AA,28,B,2,34,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 28 C 2,W2AA28C2,AA,28,C,2,35,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 28 D 2,W2AA28D2,AA,28,D,2,36,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 29 A 2,W2AA29A2,AA,29,A,2,34,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 29 B 2,W2AA29B2,AA,29,B,2,35,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 29 C 2,W2AA29C2,AA,29,C,2,36,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 29 D 2,W2AA29D2,AA,29,D,2,37,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 30 A 2,W2AA30A2,AA,30,A,2,35,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 30 B 2,W2AA30B2,AA,30,B,2,36,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 30 C 2,W2AA30C2,AA,30,C,2,37,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 30 D 2,W2AA30D2,AA,30,D,2,38,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 31 A 2,W2AA31A2,AA,31,A,2,36,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 31 B 2,W2AA31B2,AA,31,B,2,37,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 31 C 2,W2AA31C2,AA,31,C,2,38,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 31 D 2,W2AA31D2,AA,31,D,2,39,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 32 A 2,W2AA32A2,AA,32,A,2,37,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 32 B 2,W2AA32B2,AA,32,B,2,38,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 32 C 2,W2AA32C2,AA,32,C,2,39,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 32 D 2,W2AA32D2,AA,32,D,2,40,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 33 A 2,W2AA33A2,AA,33,A,2,38,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 33 B 2,W2AA33B2,AA,33,B,2,39,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 33 C 2,W2AA33C2,AA,33,C,2,40,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 33 D 2,W2AA33D2,AA,33,D,2,41,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 34 A 2,W2AA34A2,AA,34,A,2,39,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 34 B 2,W2AA34B2,AA,34,B,2,40,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 34 C 2,W2AA34C2,AA,34,C,2,41,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 34 D 2,W2AA34D2,AA,34,D,2,42,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 35 A 2,W2AA35A2,AA,35,A,2,40,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 35 B 2,W2AA35B2,AA,35,B,2,41,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 35 C 2,W2AA35C2,AA,35,C,2,42,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 35 D 2,W2AA35D2,AA,35,D,2,43,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 36 A 2,W2AA36A2,AA,36,A,2,41,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 36 B 2,W2AA36B2,AA,36,B,2,42,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 36 C 2,W2AA36C2,AA,36,C,2,43,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 36 D 2,W2AA36D2,AA,36,D,2,44,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 37 A 2,W2AA37A2,AA,37,A,2,42,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 37 B 2,W2AA37B2,AA,37,B,2,43,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 37 C 2,W2AA37C2,AA,37,C,2,44,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 37 D 2,W2AA37D2,AA,37,D,2,45,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 38 A 2,W2AA38A2,AA,38,A,2,43,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 38 B 2,W2AA38B2,AA,38,B,2,44,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 38 C 2,W2AA38C2,AA,38,C,2,45,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 38 D 2,W2AA38D2,AA,38,D,2,46,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 39 A 2,W2AA39A2,AA,39,A,2,44,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 39 B 2,W2AA39B2,AA,39,B,2,45,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 39 C 2,W2AA39C2,AA,39,C,2,46,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 39 D 2,W2AA39D2,AA,39,D,2,47,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 40 A 2,W2AA40A2,AA,40,A,2,45,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 40 B 2,W2AA40B2,AA,40,B,2,46,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 40 C 2,W2AA40C2,AA,40,C,2,47,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 40 D 2,W2AA40D2,AA,40,D,2,48,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 41 A 2,W2AA41A2,AA,41,A,2,46,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 41 B 2,W2AA41B2,AA,41,B,2,47,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 41 C 2,W2AA41C2,AA,41,C,2,48,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 41 D 2,W2AA41D2,AA,41,D,2,49,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 42 A 2,W2AA42A2,AA,42,A,2,47,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 42 B 2,W2AA42B2,AA,42,B,2,48,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 42 C 2,W2AA42C2,AA,42,C,2,49,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 42 D 2,W2AA42D2,AA,42,D,2,50,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 43 A 2,W2AA43A2,AA,43,A,2,48,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 43 B 2,W2AA43B2,AA,43,B,2,49,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 43 C 2,W2AA43C2,AA,43,C,2,50,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 43 D 2,W2AA43D2,AA,43,D,2,51,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 44 A 2,W2AA44A2,AA,44,A,2,49,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 44 B 2,W2AA44B2,AA,44,B,2,50,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 44 C 2,W2AA44C2,AA,44,C,2,51,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 44 D 2,W2AA44D2,AA,44,D,2,52,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 45 A 2,W2AA45A2,AA,45,A,2,50,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 45 B 2,W2AA45B2,AA,45,B,2,51,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 45 C 2,W2AA45C2,AA,45,C,2,52,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 45 D 2,W2AA45D2,AA,45,D,2,53,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 46 A 2,W2AA46A2,AA,46,A,2,51,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 46 B 2,W2AA46B2,AA,46,B,2,52,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 46 C 2,W2AA46C2,AA,46,C,2,53,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 46 D 2,W2AA46D2,AA,46,D,2,54,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 47 A 2,W2AA47A2,AA,47,A,2,52,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 47 B 2,W2AA47B2,AA,47,B,2,53,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 47 C 2,W2AA47C2,AA,47,C,2,54,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 47 D 2,W2AA47D2,AA,47,D,2,55,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 48 A 2,W2AA48A2,AA,48,A,2,53,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 48 B 2,W2AA48B2,AA,48,B,2,54,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 48 C 2,W2AA48C2,AA,48,C,2,55,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 48 D 2,W2AA48D2,AA,48,D,2,56,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 49 A 2,W2AA49A2,AA,49,A,2,54,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 49 B 2,W2AA49B2,AA,49,B,2,55,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 49 C 2,W2AA49C2,AA,49,C,2,56,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 49 D 2,W2AA49D2,AA,49,D,2,57,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 50 A 2,W2AA50A2,AA,50,A,2,55,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 50 B 2,W2AA50B2,AA,50,B,2,56,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 50 C 2,W2AA50C2,AA,50,C,2,57,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 50 D 2,W2AA50D2,AA,50,D,2,58,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 51 A 2,W2AA51A2,AA,51,A,2,56,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 51 B 2,W2AA51B2,AA,51,B,2,57,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 51 C 2,W2AA51C2,AA,51,C,2,58,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 51 D 2,W2AA51D2,AA,51,D,2,59,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 52 A 2,W2AA52A2,AA,52,A,2,57,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 52 B 2,W2AA52B2,AA,52,B,2,58,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 52 C 2,W2AA52C2,AA,52,C,2,59,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 52 D 2,W2AA52D2,AA,52,D,2,60,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 53 A 2,W2AA53A2,AA,53,A,2,58,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 53 B 2,W2AA53B2,AA,53,B,2,59,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 53 C 2,W2AA53C2,AA,53,C,2,60,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 53 D 2,W2AA53D2,AA,53,D,2,61,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 54 A 2,W2AA54A2,AA,54,A,2,59,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 54 B 2,W2AA54B2,AA,54,B,2,60,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 54 C 2,W2AA54C2,AA,54,C,2,61,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 54 D 2,W2AA54D2,AA,54,D,2,62,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 55 A 2,W2AA55A2,AA,55,A,2,60,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 55 B 2,W2AA55B2,AA,55,B,2,61,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 55 C 2,W2AA55C2,AA,55,C,2,62,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 55 D 2,W2AA55D2,AA,55,D,2,63,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 56 A 2,W2AA56A2,AA,56,A,2,61,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 56 B 2,W2AA56B2,AA,56,B,2,62,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 56 C 2,W2AA56C2,AA,56,C,2,63,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AA 56 D 2,W2AA56D2,AA,56,D,2,64,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AA 57 A 2,W2AA57A2,AA,57,A,2,62,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AA 57 B 2,W2AA57B2,AA,57,B,2,63,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AA 57 C 2,W2AA57C2,AA,57,C,2,64,C:\Users\ironman\Desktop\svgtopng\C2.png
